Wavelength_nm	Dilution Corrected Absorbance
230	0.2508378
233	0.2381063
236	0.2279713
239	0.2181087
242	0.2103702
245	0.2031
248	0.1972583
251	0.1916838
254	0.1868028
257	0.1817274
260	0.1763659
263	0.170665
266	0.1645344
269	0.1582692
272	0.1518073
275	0.145127
278	0.1383993
281	0.1316285
284	0.1247513
287	0.1179632
290	0.112014
293	0.1069877
296	0.1015183
299	0.0961683
302	0.09099291
305	0.08631044
308	0.08203245
311	0.07792204
314	0.07401304
317	0.07042653
320	0.06680543
323	0.06335296
326	0.06011386
329	0.05714673
332	0.05433199
335	0.05170577
338	0.04920688
341	0.04678892
344	0.04458107
347	0.04246743
350	0.04051831
353	0.0385477
356	0.03672017
359	0.034992
362	0.03329764
365	0.03164169
368	0.03007548
371	0.02849617
374	0.02699674
377	0.0256241
380	0.02432963
383	0.02312539
386	0.02193097
389	0.02076329
392	0.01966143
395	0.01863431
398	0.01772496
401	0.01686096
404	0.01602621
407	0.01517397
410	0.01438816
413	0.01365806
416	0.01294902
419	0.01231356
422	0.01169621
425	0.01114596
428	0.01060821
431	0.01007125
434	0.009569585
437	0.009114371
440	0.008699957
443	0.008301161
446	0.007912413
449	0.007547844
452	0.007234928
455	0.006934373
458	0.00667383
461	0.006417067
464	0.006180309
467	0.005940698
470	0.00573458
473	0.005522951
476	0.005307758
479	0.00510264
482	0.004934922
485	0.004774339
488	0.00460252
491	0.004412692
494	0.00425477
497	0.004079078
500	0.003931985
503	0.003801105
506	0.003681206
509	0.003573007
512	0.00344712
515	0.003334049
518	0.003210701
521	0.003122241
524	0.00305682
527	0.002986164
530	0.002890249
533	0.002814566
536	0.002721363
539	0.002608541
542	0.002520897
545	0.002464662
548	0.002379483
551	0.002319346
554	0.002257592
557	0.002207009
560	0.00214019
563	0.002087847
566	0.002036973
569	0.001982287
572	0.001922295
575	0.001897495
578	0.00186534
581	0.001825143
584	0.00179269
587	0.001789746
590	0.001744865
593	0.001694691
596	0.001674718
599	0.001645341
602	0.001602233
605	0.001582909
608	0.001563046
611	0.001510365
614	0.001480061
617	0.001463744
620	0.001422329
623	0.001390821
626	0.001392187
629	0.001366576
632	0.001331269
635	0.001311171
638	0.001319491
641	0.001267348
644	0.001237336
647	0.001248157
650	0.001201483
653	0.00116327
656	0.001138763
659	0.001151562
662	0.001102085
665	0.001094994
668	0.00112526
671	0.001085777
674	0.001068538
677	0.001103135
680	0.001084517
683	0.001066666
686	0.001048531
689	0.001038924
692	0.0009952311
695	0.0009699929
698	0.00100207
701	0.0009787668
704	0.0009340989
707	0.000995057
710	0.001010272
713	0.001042073
716	0.001055278
719	0.001012051
722	0.0009501423
725	0.0009557029
728	0.001006893
731	0.00103245
734	0.001063344
737	0.001075679
740	0.001090926
743	0.001103439
746	0.001102305
749	0.001111673
752	0.001075999
755	0.001078246
758	0.00107168
761	0.001069209
764	0.001106701
767	0.001097647
770	0.001032746
773	0.001060473
776	0.001031346
779	0.00104414
782	0.001045722
785	0.001039591
788	0.001031959
791	0.001088602
794	0.001068165
797	0.001055809
800	0.001068089
