Wavelength_nm	Dilution Corrected Absorbance
230	0.1903562
233	0.179183
236	0.1705578
239	0.1622906
242	0.1554497
245	0.1496948
248	0.1448651
251	0.1405035
254	0.1367847
257	0.1329531
260	0.1290743
263	0.1250576
266	0.1209168
269	0.1165408
272	0.1121385
275	0.1074695
278	0.1025041
281	0.09745176
284	0.09221169
287	0.08668137
290	0.08271176
293	0.07816515
296	0.07380531
299	0.06966768
302	0.06568257
305	0.06215728
308	0.05893367
311	0.05589838
314	0.05301007
317	0.05038455
320	0.04770235
323	0.04514986
326	0.04274244
329	0.04056486
332	0.03846694
335	0.03655035
338	0.03470114
341	0.03292863
344	0.03133642
347	0.02981994
350	0.02840938
353	0.02701835
356	0.025737
359	0.02450547
362	0.02335029
365	0.02218458
368	0.02109957
371	0.0200156
374	0.01896683
377	0.01801086
380	0.0171096
383	0.01627067
386	0.01543154
389	0.01461492
392	0.01384659
395	0.01315513
398	0.01252925
401	0.01195041
404	0.01137066
407	0.01079941
410	0.01025377
413	0.009742932
416	0.009218967
419	0.008816941
422	0.008369815
425	0.00799567
428	0.007624213
431	0.00725896
434	0.006895821
437	0.00657554
440	0.006265743
443	0.00596797
446	0.005673801
449	0.00540533
452	0.005181799
455	0.00497247
458	0.004787035
461	0.004618216
464	0.00445481
467	0.004282513
470	0.004137392
473	0.003982749
476	0.003836239
479	0.003641746
482	0.003498273
485	0.003382188
488	0.003242907
491	0.003128395
494	0.003026203
497	0.00292979
500	0.002795095
503	0.002681639
506	0.002606251
509	0.002525524
512	0.002409776
515	0.002333385
518	0.002242895
521	0.002177921
524	0.002105188
527	0.00203551
530	0.001960224
533	0.001898082
536	0.001852653
539	0.001787797
542	0.001742111
545	0.001682078
548	0.001640445
551	0.00159726
554	0.001531194
557	0.001501491
560	0.001464101
563	0.001425369
566	0.001381449
569	0.00136832
572	0.001330561
575	0.001283132
578	0.00126551
581	0.001226813
584	0.001198645
587	0.001167118
590	0.001137354
593	0.001109732
596	0.001067967
599	0.001056622
602	0.001053387
605	0.001004415
608	0.0009803686
611	0.0009873422
614	0.0009609976
617	0.0009401519
620	0.0009129754
623	0.0009164487
626	0.0009345751
629	0.0008970286
632	0.0008795578
635	0.0008537268
638	0.0008224841
641	0.0008027092
644	0.0007915886
647	0.0007441757
650	0.0007517866
653	0.0007389757
656	0.0007123838
659	0.0007066464
662	0.0007307487
665	0.0007074408
668	0.0007082686
671	0.0007023891
674	0.0006404105
677	0.0006769357
680	0.0007298397
683	0.0007012464
686	0.0006250334
689	0.0005406624
692	0.0005599488
695	0.0005681925
698	0.0005305575
701	0.0005275034
704	0.0004707692
707	0.0004827637
710	0.0004769674
713	0.0004381828
716	0.0004190433
719	0.0003826047
722	0.0003571709
725	0.0003602077
728	0.0003839619
731	0.0004076526
734	0.0004265562
737	0.0004535808
740	0.0004600778
743	0.0004703067
746	0.0004725722
749	0.0004805378
752	0.0004589327
755	0.0004462793
758	0.0004488581
761	0.0004328301
764	0.0004395721
767	0.0004904547
770	0.0004812663
773	0.0005326529
776	0.0005292862
779	0.0004817433
782	0.0004613129
785	0.0005332041
788	0.0004480422
791	0.0003684646
794	0.0004614558
797	0.0004465079
800	0.0004309415
