Wavelength_nm	Dilution Corrected Absorbance
230	0.2149386
233	0.2035662
236	0.1945735
239	0.1860832
242	0.1793273
245	0.1730908
248	0.1680248
251	0.1634124
254	0.1594161
257	0.1551968
260	0.1508483
263	0.1461398
266	0.1411094
269	0.1356829
272	0.1300479
275	0.1241522
278	0.1179579
281	0.1118055
284	0.1057247
287	0.09960334
290	0.09518427
293	0.09017672
296	0.0853503
299	0.08073367
302	0.07618855
305	0.0721525
308	0.06842925
311	0.06488664
314	0.06154937
317	0.05851365
320	0.05544329
323	0.05258063
326	0.04985819
329	0.0474264
332	0.04510807
335	0.04298735
338	0.04094265
341	0.03894268
344	0.03712855
347	0.0353799
350	0.03373923
353	0.03208909
356	0.03056424
359	0.02908734
362	0.02769471
365	0.02631134
368	0.02502282
371	0.02372707
374	0.02249537
377	0.02136496
380	0.02029812
383	0.01929718
386	0.01829416
389	0.01733258
392	0.01641223
395	0.01557906
398	0.014839
401	0.01413614
404	0.01344799
407	0.01276509
410	0.01210691
413	0.01149889
416	0.01089352
419	0.01041996
422	0.00991527
425	0.009502062
428	0.009101028
431	0.008685825
434	0.008282723
437	0.007926839
440	0.007574653
443	0.007243144
446	0.006910037
449	0.006595379
452	0.006344638
455	0.006113451
458	0.005915613
461	0.005729158
464	0.005596789
467	0.005422355
470	0.005256014
473	0.005064788
476	0.004886445
479	0.00467171
482	0.004507297
485	0.004375992
488	0.004226245
491	0.004076896
494	0.003949427
497	0.003847694
500	0.003696138
503	0.003573406
506	0.003479425
509	0.003389718
512	0.003264632
515	0.003156089
518	0.003044823
521	0.00295239
524	0.002876695
527	0.002789588
530	0.002722283
533	0.002677514
536	0.002635337
539	0.002555963
542	0.002484063
545	0.002426114
548	0.002363335
551	0.002318263
554	0.002251247
557	0.00220714
560	0.002165837
563	0.002119645
566	0.002086204
569	0.002075104
572	0.002033906
575	0.002023516
578	0.001991213
581	0.001954371
584	0.00189708
587	0.001869293
590	0.001831275
593	0.001782417
596	0.001755626
599	0.001753782
602	0.001741928
605	0.001756603
608	0.001735525
611	0.001698164
614	0.001662289
617	0.001615547
620	0.001603228
623	0.001612676
626	0.001637639
629	0.001622283
632	0.001608096
635	0.001567396
638	0.001532813
641	0.001529459
644	0.001496634
647	0.001472755
650	0.001497721
653	0.001452006
656	0.001412162
659	0.001406443
662	0.001377436
665	0.001352131
668	0.001378617
671	0.001375447
674	0.001324084
677	0.001303245
680	0.001320309
683	0.00134534
686	0.001350411
689	0.001275282
692	0.001269938
695	0.001243227
698	0.00121745
701	0.001137483
704	0.001122685
707	0.001077975
710	0.001078812
713	0.001018171
716	0.001002043
719	0.001050609
722	0.00104017
725	0.00103232
728	0.001064749
731	0.001134377
734	0.001173168
737	0.001159882
740	0.001106154
743	0.001080025
746	0.001066152
749	0.001039213
752	0.001012827
755	0.001064361
758	0.001139349
761	0.001073584
764	0.001132016
767	0.001222286
770	0.001219642
773	0.001130771
776	0.001088431
779	0.001053868
782	0.0009905171
785	0.001081322
788	0.001078778
791	0.001068904
794	0.001092044
797	0.00101293
800	0.001048497
